id,lastname,firstname,first_g,last_g
wallt001,Wallach,Tim,20180510,20180510
wallt002,Waller,Ty,20100611,20100611
walse101,Walsh,Ed,19240515,19240517
waltb102,Walters,Bucky,19480806,19490927
washr001,Washington,Ron,20070402,20240929
wathj001,Wathan,John,19870827,19940808
weave801,Weaver,Earl,19680711,19861005
webbb101,Webb,Bill,19370523,19390902
wedge001,Wedge,Eric,20030331,20130929
weekr001,Weeks,Rickie,20240503,20240504
weisw001,Weiss,Walt,20130401,20190602
welcw101,Welch,Winfield,19440402,19451004
westw101,Westrum,Wes,19650725,19750928
white002,Whitt,Ernie,20060706,20060706
whitj104,White,Jo-Jo,19600803,19600803
wilbd101,Wilber,Del,19730907,19730907
wilhk101,Wilhelm,Kaiser,19210719,19221001
willc001,Willis,Carl,20220513,20220517
willd104,Williams,Dick,19670412,19880605
willj107,Williams,Jimy,19860408,20040711
willm003,Williams,Matt,20140331,20151004
willm102,Wills,Maury,19800804,19810505
willt103,Williams,Ted,19690407,19721004
wilsd001,Wilson,Dan,20240823,20240929
wilsj105,Wilson,Jimmie,19340417,19440430
wineb101,Wine,Bobby,19810825,19851006
wingi101,Wingo,Ivey,19160720,19160720
winkb801,Winkles,Bobby,19730406,19780521
wolvh101,Wolverton,Harry,19120411,19121005
woodc001,Woodward,Chris,20190328,20220814
woodp104,Woods,Parnell,19440430,19440901
wotur001,Wotus,Ron,20050406,20170419
yorkr101,York,Rudy,19590703,19590703
yoste001,Yost,Ned,20030331,20190929
yoste101,Yost,Eddie,19630522,19630522
younc102,Young,Cy,19070411,19070418
younr001,Yount,Robin,20040410,20040410
zimmc101,Zimmer,Chief,19030417,19030927
zimmd101,Zimmer,Don,19720427,19990516
